domain,country,level,un_status,region,languages,gdp_per_capita,name,score,sources,mx
esonora.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Sonora (portal estatal),,registry,
espaciosantafesino.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Espacio Santafesino - Ministerio de Cultura de Santa Fe,,registry,
esrs.gov,USA_united_states,central,member,Americas,English,84534,,,,100 mail2.esrs.gov.; 100 mail1.esrs.gov.
estadisticaciudad.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Dirección General de Estadística y Censos (CABA),,registry,
esteri.it,ITA_italy,central,member,Europe,Italian; Catalan,43309,,,,none
estyn.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Estyn (Welsh schools inspectorate),,registry,
eta-find.gov,USA_united_states,central,member,Americas,English,84534,,,,10 mx2.frb.iphmx.com.; 10 mx1.frb.iphmx.com.
etendersni.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,eTenders NI,,registry,
eti-ni.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,,,registry,
etini.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Education and Training Inspectorate (NI),,registry,
evaluation.gov,USA_united_states,central,member,Americas,English,84534,,,,none
evergladesrestoration.gov,USA_united_states,central,member,Americas,English,84534,,,,10 evergladesrestoration-gov.mail.protection.outlook.com.
everify.gov,USA_united_states,central,member,Americas,English,84534,,,,none
everykidoutdoors.gov,USA_united_states,central,member,Americas,English,84534,,,,none
everytrycounts.gov,USA_united_states,central,member,Americas,English,84534,,,,20 smtp.ees.hhs.gov.; 10 smtp2.ees.hhs.gov.
evus.gov,USA_united_states,central,member,Americas,English,84534,,,,none
execsec.gov,USA_united_states,central,member,Americas,English,84534,,,,none
executiveoffice-ni.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,,,registry,
exim.gov,USA_united_states,central,member,Americas,English,84534,,,,0 exim-gov.mail.protection.outlook.com.
explore.gov,USA_united_states,central,member,Americas,English,84534,,,,none
exploretsp.gov,USA_united_states,central,member,Americas,English,84534,,,,0 exploretsp.gov.
export.gov,USA_united_states,central,member,Americas,English,84534,,,,none
exteriores.gob.es,ESP_spain,central,member,Europe,Spanish; Catalan; Basque; Galician,38627,,,,20 smtp3.maec.es.; 10 smtp4.maec.es.
eyenote.gov,USA_united_states,central,member,Americas,English,84534,,,,10 cemailhub1in.treasury.gov.; 10 cwmailhub1in.treasury.gov.
faa.gov,USA_united_states,central,member,Americas,English,84534,,,,5 amcrelay4.faa.gov.; 5 amcrelay1.faa.gov.; 5 relay4.faa.gov.; 5 relay1.faa.gov.; 5 amcrelay3.faa.gov.; 5 relay2.faa.gov.; 5 amcrelay2.faa.gov.; 5 relay3.faa.gov.
faasafety.gov,USA_united_states,central,member,Americas,English,84534,,,,5 amcrelay4.faa.gov.; 5 amcrelay.faa.gov.; 5 relay2.faa.gov.; 5 relay1.faa.gov.; 5 amcrelay3.faa.gov.; 5 amcrelay2.faa.gov.; 5 relay3.faa.gov.; 5 relay4.faa.gov.; 5 amcrelay1.faa.gov.
fac.gov,USA_united_states,central,member,Americas,English,84534,,,,5 alt2.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 1 aspmx.l.google.com.
faca.gov,USA_united_states,central,member,Americas,English,84534,,,,none
facadatabase.gov,USA_united_states,central,member,Americas,English,84534,,,,none
fafsa.gov,USA_united_states,central,member,Americas,English,84534,,,,10 fafsa-gov.mail.protection.outlook.com.
fai.gov,USA_united_states,central,member,Americas,English,84534,,,,10 alt3.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 1 aspmx.l.google.com.
familyplanning.gov,USA_united_states,central,member,Americas,English,84534,,,,none
familysupportni.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Family Support NI,,registry,
fan.gov,USA_united_states,central,member,Americas,English,84534,,,,10 aspmx3.googlemail.com.; 1 aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 10 aspmx2.googlemail.com.; 5 alt2.aspmx.l.google.com.
fapiis.gov,USA_united_states,central,member,Americas,English,84534,,,,none
fara.gov,USA_united_states,central,member,Americas,English,84534,,,,10 mx-dc2.usdoj.gov.; 10 mx-da6.usdoj.gov.
farmerfairness.gov,USA_united_states,central,member,Americas,English,84534,,,,0 .
farmers.gov,USA_united_states,central,member,Americas,English,84534,,,,10 usda-gov.mail.protection.outlook.com.
fasab.gov,USA_united_states,central,member,Americas,English,84534,,,,10 mxa-0030d401.gslb.pphosted.com.; 10 mxb-0030d401.gslb.pphosted.com.
fatherhood.gov,USA_united_states,central,member,Americas,English,84534,,,,30 alt2.us.etp.fireeyegov.com.; 40 alt3.us.etp.fireeyegov.com.; 20 alt1.us.etp.fireeyegov.com.; 10 primary.us.etp.fireeyegov.com.
fbf.gov,USA_united_states,central,member,Americas,English,84534,,,,none
fbi.gov,USA_united_states,central,member,Americas,English,84534,,,,10 mx-east.fbi.gov.; 20 mx-west.fbi.gov.
fbiic.gov,USA_united_states,central,member,Americas,English,84534,,,,none
fbijobs.gov,USA_united_states,central,member,Americas,English,84534,,,,none
fbilab.gov,USA_united_states,central,member,Americas,English,84534,,,,20 mx-west.fbi.gov.; 10 mx-east.fbi.gov.
fbo.gov,USA_united_states,central,member,Americas,English,84534,,,,none
fca.gov,USA_united_states,central,member,Americas,English,84534,,,,20 mail2.fca.gov.; 10 mail.fca.gov.
fcc.gov,USA_united_states,central,member,Americas,English,84534,,,,10 fcc-gov.mail.protection.outlook.com.
fcic.gov,USA_united_states,central,member,Americas,English,84534,,,,none
fcsic.gov,USA_united_states,central,member,Americas,English,84534,,,,10 mail.fcsic.gov.; 20 mail2.fcsic.gov.
fcsm.gov,USA_united_states,central,member,Americas,English,84534,,,,none
fd.gov,USA_united_states,central,member,Americas,English,84534,,,,10 mx04.fd.org.; 20 mx03.fd.org.
fda.gov,USA_united_states,central,member,Americas,English,84534,,,,10 smtp9.fda.gov.; 10 smtp7.fda.gov.; 10 smtp6.fda.gov.; 10 smtp8.fda.gov.
fdic.gov,USA_united_states,central,member,Americas,English,84534,,,,10 mail.fdic.gov.; 10 mail3.fdic.gov.; 20 mail2.fdic.gov.
fdicconnect.gov,USA_united_states,central,member,Americas,English,84534,,,,none
fdicig.gov,USA_united_states,central,member,Americas,English,84534,,,,10 mail.fdicig.gov.
fdicoig.gov,USA_united_states,central,member,Americas,English,84534,,,,10 mail.fdic.gov.; 10 mail3.fdic.gov.; 20 mail2.fdic.gov.
fdlp.gov,USA_united_states,central,member,Americas,English,84534,,,,1 exchange.fdlp.gov.
fdms.gov,USA_united_states,central,member,Americas,English,84534,,,,none
fdsys.gov,USA_united_states,central,member,Americas,English,84534,,,,none
feb.gov,USA_united_states,central,member,Americas,English,84534,,,,none
fec.gov,USA_united_states,central,member,Americas,English,84534,,,,0 fec-gov.mail.protection.outlook.com.
fed-parl.be,BEL_belgium,central,member,Europe,German; French; Dutch,60750,,,,10 kvvcr.in.tmes.trendmicro.eu.
fedcenter.gov,USA_united_states,central,member,Americas,English,84534,,,,20 grid2f.gseg.att.com.; 35 grid1f.gseg.att.com.; 15 grid1f.gseg.att.com.; 30 grid2f.gseg.att.com.; 50 grid1f6.gseg.att.com.; 5 fedcenter.gov.; 55 grid126.gseg.att.com.; 75 grid2f.gseg.att.com.; 70 grid1f.gseg.att.com.; 40 grid2f.gseg.att.com.; 25 grid1f.gseg.att.com.
federalcourts.gov,USA_united_states,central,member,Americas,English,84534,,,,none
federale-regering.be,BEL_belgium,central,member,Europe,German; French; Dutch,60750,,,,none
federalinvestments.gov,USA_united_states,central,member,Americas,English,84534,,,,10 cwmailhub1in.treasury.gov.; 10 cemailhub1in.treasury.gov.
federaljobs.gov,USA_united_states,central,member,Americas,English,84534,,,,none
federalprobation.gov,USA_united_states,central,member,Americas,English,84534,,,,none
federalregister.gov,USA_united_states,central,member,Americas,English,84534,,,,none
federalreserve.gov,USA_united_states,central,member,Americas,English,84534,,,,20 outmail02.federalreserve.gov.; 10 outmail01.federalreserve.gov.
federalreserveconsumerhelp.gov,USA_united_states,central,member,Americas,English,84534,,,,10 mx2.frb.iphmx.com.; 10 mx1.frb.iphmx.com.
federalrules.gov,USA_united_states,central,member,Americas,English,84534,,,,none
fedezfile.gov,USA_united_states,central,member,Americas,English,84534,,,,none
fedidcard.gov,USA_united_states,central,member,Americas,English,84534,,,,none
fedinfo.gov,USA_united_states,central,member,Americas,English,84534,,,,none
fedinvest.gov,USA_united_states,central,member,Americas,English,84534,,,,10 cwmailhub1in.treasury.gov.; 10 cemailhub1in.treasury.gov.
fedjobs.gov,USA_united_states,central,member,Americas,English,84534,,,,none
fedpartnership.gov,USA_united_states,central,member,Americas,English,84534,,,,none
fedramp.gov,USA_united_states,central,member,Americas,English,84534,,,,1 aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.
fedreg.gov,USA_united_states,central,member,Americas,English,84534,,,,10 hqmsadcmfr26.fedreg.gov.; 20 hqmsadcmfr24.fedreg.gov.
fedres.gov,USA_united_states,central,member,Americas,English,84534,,,,10 outmail01.federalreserve.gov.; 20 outmail02c.federalreserve.gov.; 10 outmail02.federalreserve.gov.; 20 outmail01c.federalreserve.gov.
fedsfeedfamilies.gov,USA_united_states,central,member,Americas,English,84534,,,,none
fedshirevets.gov,USA_united_states,central,member,Americas,English,84534,,,,10 cust45693-2.in.mailcontrol.com.; 10 cust45693-1.in.mailcontrol.com.
feedthefuture.gov,USA_united_states,central,member,Americas,English,84534,,,,dig error
fegli.gov,USA_united_states,central,member,Americas,English,84534,,,,none
fehrm.gov,USA_united_states,central,member,Americas,English,84534,,,,none
fema.gov,USA_united_states,central,member,Americas,English,84534,,,,10 mxb-00376703.gslb.gpphosted.com.; 10 mxa-00376703.gslb.gpphosted.com.
ferc.gov,USA_united_states,central,member,Americas,English,84534,,,,0 ferc-gov.mail.protection.outlook.com.
ffb.gov,USA_united_states,central,member,Americas,English,84534,,,,none
ffi.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
ffiec.gov,USA_united_states,central,member,Americas,English,84534,,,,20 outmail02.federalreserve.gov.; 10 outmail01.federalreserve.gov.
fgdc.gov,USA_united_states,central,member,Americas,English,84534,,,,10 fgdc-gov.mail.protection.outlook.com.
fgov.be,BEL_belgium,central,member,Europe,German; French; Dutch,60750,,,,none
fha.gov,USA_united_states,central,member,Americas,English,84534,,,,none
fhfa.gov,USA_united_states,central,member,Americas,English,84534,,,,0 fhfa-gov.mail.protection.outlook.com.
fhfaoig.gov,USA_united_states,central,member,Americas,English,84534,,,,0 fhfaoig-gov.mail.protection.outlook.com.
fhi.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
ficor.gov,USA_united_states,central,member,Americas,English,84534,,,,none
fin.ee,EST_estonia,central,member,Europe,Estonian,34418,,,,10 mail3.rit.ee.; 10 mail1.rit.ee.
finance-jharkhand.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Finance Department (Jharkhand),,registry,
finance-ni.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,,,registry,
financialresearch.gov,USA_united_states,central,member,Americas,English,84534,,,,none
finanstilsynet.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
finanzasdurango.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Secretaría de Finanzas del Estado de Durango,,registry,
finanzasoaxaca.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Secretaría de Finanzas del Estado de Oaxaca,,registry,
finanzastlax.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Finanzas del Estado de Tlaxcala,,registry,
fincen.gov,USA_united_states,central,member,Americas,English,84534,,,,10 cemailhub1in.treasury.gov.; 10 cwmailhub1in.treasury.gov.; 32767 ms25064148.msv1.invalid.
findsupport.gov,USA_united_states,central,member,Americas,English,84534,,,,none
findtreatment.gov,USA_united_states,central,member,Americas,English,84534,,,,none
finmin.lt,LTU_lithuania,central,member,Europe,Lithuanian,32959,,,,0 finmin-lt.mail.protection.outlook.com.
finnmarkssyskehuset.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
firecode.gov,USA_united_states,central,member,Americas,English,84534,,,,none
fireleadership.gov,USA_united_states,central,member,Americas,English,84534,,,,none
firenet.gov,USA_united_states,central,member,Americas,English,84534,,,,0 firenet-gov.mail.protection.outlook.com.
firescience.gov,USA_united_states,central,member,Americas,English,84534,,,,none
firescotland.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,,,registry,
firstgov.gov,USA_united_states,central,member,Americas,English,84534,,,,none
firstnet.gov,USA_united_states,central,member,Americas,English,84534,,,,0 firstnet-gov.mail.protection.outlook.com.
firstrespondertraining.gov,USA_united_states,central,member,Americas,English,84534,,,,10 mxb-00376703.gslb.gpphosted.com.; 10 mxa-00376703.gslb.gpphosted.com.
fishwatch.gov,USA_united_states,central,member,Americas,English,84534,,,,none
fiskeridir.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
fitness.gov,USA_united_states,central,member,Americas,English,84534,,,,10 smtp2.ees.hhs.gov.; 10 smtp.ees.hhs.gov.
fj.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Fujian (former portal domain),,registry,
fj12345.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Fujian 12345 service hotline,,registry,
fjc.gov,USA_united_states,central,member,Americas,English,84534,,,,20 mail1.uscourts.gov.; 20 mail3.uscourts.gov.; 10 fjc-gov.mail.protection.outlook.com.
fjdrc.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Fujian Development and Reform Commission,,registry,
fjellinjen.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
fjellstyrene.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
fjellstyreneistjordal.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
fjhfpc.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Fujian Health and Family Planning Commission,,registry,
fjrs.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Fujian Personnel Department,,registry,
fjsf.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Fujian Department of Justice,,registry,
fjxf.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Fujian Petition (Xinfang) Bureau,,registry,
fjylbz.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Fujian Medical Security Bureau,,registry,
fleet.gov,USA_united_states,central,member,Americas,English,84534,,,,none
fleta.gov,USA_united_states,central,member,Americas,English,84534,,,,none
fletc.gov,USA_united_states,central,member,Americas,English,84534,,,,10 learn.fletc.gov.; 10 test.learn.fletc.gov.; 10 dev.learn.fletc.gov.
flightrights.gov,USA_united_states,central,member,Americas,English,84534,,,,none
floodsmart.gov,USA_united_states,central,member,Americas,English,84534,,,,none
flra.gov,USA_united_states,central,member,Americas,English,84534,,,,0 flra-gov.mail.protection.outlook.com.
flu.gov,USA_united_states,central,member,Americas,English,84534,,,,none
fm.dk,DNK_denmark,central,member,Europe,Danish,76970,,,,10 mx02.statens-it.dk.; 10 mx03.statens-it.dk.; 10 mx07.statens-it.dk.; 10 mx05.statens-it.dk.; 10 mx01.statens-it.dk.; 10 mx04.statens-it.dk.; 10 mx06.statens-it.dk.; 10 mx08.statens-it.dk.
fmc.gov,USA_united_states,central,member,Americas,English,84534,,,,0 fmc-gov.mail.protection.outlook.com.
fmcs.gov,USA_united_states,central,member,Americas,English,84534,,,,0 fmcs-gov.mail.protection.outlook.com.
fmi.gov,USA_united_states,central,member,Americas,English,84534,,,,none
fmn.dk,DNK_denmark,central,member,Europe,Danish,76970,,,,10 mail-proxy1.mil.dk.; 10 mail-proxy2.mil.dk.
fmshrc.gov,USA_united_states,central,member,Americas,English,84534,,,,0 fmshrc-gov.mail.protection.outlook.com.
fnal.gov,USA_united_states,central,member,Americas,English,84534,,,,10 fnal-gov.mail.protection.outlook.com.
foia.gov,USA_united_states,central,member,Americas,English,84534,,,,10 mx-dc2.usdoj.gov.; 10 mx-da6.usdoj.gov.
folkatingid.dk,DNK_denmark,central,member,Europe,Danish,76970,,,,none
folketingi.dk,DNK_denmark,central,member,Europe,Danish,76970,,,,none
folketrygdfondet.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
folldal-fjellstyre.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
foodsafety.gov,USA_united_states,central,member,Americas,English,84534,,,,10 smtp2.ees.hhs.gov.; 10 smtp.ees.hhs.gov.
forbrukerradet.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
forbrukertilsynet.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
fordlibrarymuseum.gov,USA_united_states,central,member,Americas,English,84534,,,,10 us.etp.fireeyegov.com.
foreignassistance.gov,USA_united_states,central,member,Americas,English,84534,,,,none
foreignfundinghighered.gov,USA_united_states,central,member,Americas,English,84534,,,,none
forestsandrangelands.gov,USA_united_states,central,member,Americas,English,84534,,,,none
