domain,kind,country,level
legislaturaqueretaro.gob.mx,exact,MEX_mexico,central-1
legislaturasde.gob.ar,exact,ARG_argentina,central-1
legisrn.gob.ar,exact,ARG_argentina,central-1
legnqn.gob.ar,exact,ARG_argentina,central-1
leicester.gov.uk,exclude,GBR_united_kingdom,local
leicesterforesteast-pc.gov.uk,exclude,GBR_united_kingdom,local
leicestershire.gov.uk,exclude,GBR_united_kingdom,local
leicestershireandrutlandalc.gov.uk,exclude,GBR_united_kingdom,local
leics-fire.gov.uk,exclude,GBR_united_kingdom,local
leics.gov.uk,exclude,GBR_united_kingdom,local
leighandbransfordparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
leighkentparish.gov.uk,exclude,GBR_united_kingdom,local
leighonseatowncouncil.gov.uk,exclude,GBR_united_kingdom,local
leighparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
leightonandeatonconstantineparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
leightonbromswold-pc.gov.uk,exclude,GBR_united_kingdom,local
leightonlinslade-tc.gov.uk,exclude,GBR_united_kingdom,local
leightonminshullvernonandwoolstanwood-pc.gov.uk,exclude,GBR_united_kingdom,local
leintwardineg-pc.gov.uk,exclude,GBR_united_kingdom,local
leistontowncouncil.gov.uk,exclude,GBR_united_kingdom,local
leizhou.gov.cn,exclude,CHN_china,local
leo.gov,subtree,USA_united_states,central
leominstertowncouncil.gov.uk,exclude,GBR_united_kingdom,local
leon.gob.mx,exclude,MEX_mexico,local
leonardstanley-pc.gov.uk,exclude,GBR_united_kingdom,local
lep.gov,subtree,USA_united_states,central
lerdo.gob.mx,exclude,MEX_mexico,local
lesbury-pc.gov.uk,exclude,GBR_united_kingdom,local
lesja-fjellstyre.no,subtree,NOR_norway,central
lessinghamparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
letheringhamparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
letterston-cc.gov.uk,exclude,GBR_united_kingdom,local
letwell-pc.gov.uk,exclude,GBR_united_kingdom,local
levenparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
levens-pc.gov.uk,exclude,GBR_united_kingdom,local
leveringtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
leverton-pc.gov.uk,exclude,GBR_united_kingdom,local
levingtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lewannickparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lewes-eastbourne.gov.uk,exclude,GBR_united_kingdom,local
lewes-tc.gov.uk,exclude,GBR_united_kingdom,local
lewes.gov.uk,exclude,GBR_united_kingdom,local
lewisham.gov.uk,exclude,GBR_united_kingdom,local
lewknorparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lewlparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
leybourneparish.gov.uk,exclude,GBR_united_kingdom,local
leyburntowncouncil.gov.uk,exclude,GBR_united_kingdom,local
leysdownparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lezantparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
leziateparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lfgabmfw.gov.cn,exclude,CHN_china,local
lfs.gov,subtree,USA_united_states,central
lg.gov.cn,exclude,CHN_china,local
lg.gov.ng,exclude,NGA_nigeria,local
lga.gov.uk,exclude,GBR_united_kingdom,local
lge.gov.uk,exclude,GBR_united_kingdom,local
lhhparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
liangjiang.gov.cn,exclude,CHN_china,local
lianhu.gov.cn,exclude,CHN_china,local
libraryofcongress.gov,subtree,USA_united_states,central
lichfield.gov.uk,exclude,GBR_united_kingdom,local
lichfielddc.gov.uk,exclude,GBR_united_kingdom,local
lickeyandblackwell-pc.gov.uk,exclude,GBR_united_kingdom,local
liddingtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lidgateparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lidlingtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lilbourne-pc.gov.uk,exclude,GBR_united_kingdom,local
lilleshallparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lilley-pc.gov.uk,exclude,GBR_united_kingdom,local
limpleystokeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
limpsfieldparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lincoln.gob.ar,exclude,ARG_argentina,local
lincoln.gov.uk,exclude,GBR_united_kingdom,local
lincolnshire-pcc.gov.uk,exclude,GBR_united_kingdom,local
lincolnshire.gov.uk,exclude,GBR_united_kingdom,local
lincsbc.gov.uk,exclude,GBR_united_kingdom,local
lindale-and-newton-in-cartmel-pc.gov.uk,exclude,GBR_united_kingdom,local
lindalmartonparish.gov.uk,exclude,GBR_united_kingdom,local
lindfieldparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lindfieldrural-pc.gov.uk,exclude,GBR_united_kingdom,local
lindridgeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lindseyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lingfieldparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lingwood-burlinghamparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
linkinhorneparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lintao.gov.cn,exclude,CHN_china,local
linton-pc.gov.uk,exclude,GBR_united_kingdom,local
lintoncambridgeshire-pc.gov.uk,exclude,GBR_united_kingdom,local
lintonincravenparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lintonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lintonpc-herefordshire.gov.uk,exclude,GBR_united_kingdom,local
lis.gov,subtree,USA_united_states,central
lisburncastlereagh.gov.uk,exclude,GBR_united_kingdom,local
lisburncityandcastlereagh.gov.uk,exclude,GBR_united_kingdom,local
liskeard.gov.uk,exclude,GBR_united_kingdom,local
lissparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
listo.gov,subtree,USA_united_states,central
litchamparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
literacy.gov,subtree,USA_united_states,central
litlingtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littleabington-pc.gov.uk,exclude,GBR_united_kingdom,local
littleaddingtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littlealtcar-pc.gov.uk,exclude,GBR_united_kingdom,local
littlebardfield-pc.gov.uk,exclude,GBR_united_kingdom,local
littlebealingsparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littlebirch-pc.gov.uk,exclude,GBR_united_kingdom,local
littleblakenham-pc.gov.uk,exclude,GBR_united_kingdom,local
littlebourneparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littlebraxted-pc.gov.uk,exclude,GBR_united_kingdom,local
littlebrickhillparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littlebromleyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littleburstead-pc.gov.uk,exclude,GBR_united_kingdom,local
littleburyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littlecanfield-pc.gov.uk,exclude,GBR_united_kingdom,local
littlechalfont-pc.gov.uk,exclude,GBR_united_kingdom,local
littlechalfontparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littlechartparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littlecheverell-pc.gov.uk,exclude,GBR_united_kingdom,local
littleclactonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littlecomberton-pc.gov.uk,exclude,GBR_united_kingdom,local
littlecornard-pc.gov.uk,exclude,GBR_united_kingdom,local
littledeanparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littledownhamparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littledunham-pc.gov.uk,exclude,GBR_united_kingdom,local
littledunhamparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littledunmowparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littleeaston-pc.gov.uk,exclude,GBR_united_kingdom,local
littleeatonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littleellingham-pc.gov.uk,exclude,GBR_united_kingdom,local
littlegaddesden-pc.gov.uk,exclude,GBR_united_kingdom,local
littlegransdenparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littlehadham-pc.gov.uk,exclude,GBR_united_kingdom,local
littlehaleparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littlehallingbury-pc.gov.uk,exclude,GBR_united_kingdom,local
littlehamandlandcross-pc.gov.uk,exclude,GBR_united_kingdom,local
littlehampton-tc.gov.uk,exclude,GBR_united_kingdom,local
littleharrowdenparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littlehempston-pc.gov.uk,exclude,GBR_united_kingdom,local
littlehoole-pc.gov.uk,exclude,GBR_united_kingdom,local
littlehorwoodparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littlehoughtonvillage-pc.gov.uk,exclude,GBR_united_kingdom,local
littleleigh-pc.gov.uk,exclude,GBR_united_kingdom,local
littlelongstoneparishmeeting.gov.uk,exclude,GBR_united_kingdom,local
littlelumleyparish.gov.uk,exclude,GBR_united_kingdom,local
littlemalvernandwelland-pc.gov.uk,exclude,GBR_united_kingdom,local
littlemarlow-pc.gov.uk,exclude,GBR_united_kingdom,local
littlemeltonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littlemissendenparish.gov.uk,exclude,GBR_united_kingdom,local
littlemoreparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littleoakleyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littleouseburn-pc.gov.uk,exclude,GBR_united_kingdom,local
littlepaxtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littleportparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littleporttowncouncil.gov.uk,exclude,GBR_united_kingdom,local
littlerissington-pc.gov.uk,exclude,GBR_united_kingdom,local
littleshelfordparish.gov.uk,exclude,GBR_united_kingdom,local
littlesmeatonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littlesnoringparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littlesomerfordparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littlestanionparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littlestaughtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littlethetfordparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littlethorpe-pc.gov.uk,exclude,GBR_united_kingdom,local
littlethurlowparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littletothamparish.gov.uk,exclude,GBR_united_kingdom,local
littlewalthamparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
littonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
liuzhou.gov.cn,exclude,CHN_china,local
live.gov,subtree,USA_united_states,central
liverpool.gov.uk,exclude,GBR_united_kingdom,local
liverpoolcityregion-ca.gov.uk,exclude,GBR_united_kingdom,local
liveseyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
llanasacommunitycouncil.gov.uk,exclude,GBR_united_kingdom,local
llanbistercommunitycouncil.gov.uk,exclude,GBR_united_kingdom,local
llancarfan-cc.gov.uk,exclude,GBR_united_kingdom,local
llandeilo.gov.uk,exclude,GBR_united_kingdom,local
llandinamcommunitycouncil.gov.uk,exclude,GBR_united_kingdom,local
llandoverytowncouncil.gov.uk,exclude,GBR_united_kingdom,local
llandrindodwells-tc.gov.uk,exclude,GBR_united_kingdom,local
llandudno.gov.uk,exclude,GBR_united_kingdom,local
llanelli-rural.gov.uk,exclude,GBR_united_kingdom,local
llanellitowncouncil.gov.uk,exclude,GBR_united_kingdom,local
llanfaelog-cc.gov.uk,exclude,GBR_united_kingdom,local
llanfaelogcommunitycouncil.gov.uk,exclude,GBR_united_kingdom,local
llanfaircommunitycouncil.gov.uk,exclude,GBR_united_kingdom,local
llanfairtowncouncil.gov.uk,exclude,GBR_united_kingdom,local
llanfechain-cc.gov.uk,exclude,GBR_united_kingdom,local
llanferrescommunitycouncil.gov.uk,exclude,GBR_united_kingdom,local
llanfihangel-cc.gov.uk,exclude,GBR_united_kingdom,local
llanfrynachcommunitycouncil.gov.uk,exclude,GBR_united_kingdom,local
llangarron-pc.gov.uk,exclude,GBR_united_kingdom,local
llangedwyn-cc.gov.uk,exclude,GBR_united_kingdom,local
llangennechcommunitycouncil.gov.uk,exclude,GBR_united_kingdom,local
llangollentowncouncil.gov.uk,exclude,GBR_united_kingdom,local
llangwm-cc.gov.uk,exclude,GBR_united_kingdom,local
llansantffraidanddeytheur-cc.gov.uk,exclude,GBR_united_kingdom,local
llanstadwell-cc.gov.uk,exclude,GBR_united_kingdom,local
llansteffanandllanybricommunitycouncil.gov.uk,exclude,GBR_united_kingdom,local
llantwitmajortowncouncil.gov.uk,exclude,GBR_united_kingdom,local
llanwarnegroup-pc.gov.uk,exclude,GBR_united_kingdom,local
llanyblodwelparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
llanymynechandpant-pc.gov.uk,exclude,GBR_united_kingdom,local
llgabmfw.gov.cn,exclude,CHN_china,local
llnl.gov,subtree,USA_united_states,central
llwchwrtowncouncil.gov.uk,exclude,GBR_united_kingdom,local
llwybrarfordircymru.gov.uk,exact,GBR_united_kingdom,central-1
lmvsci.gov,subtree,USA_united_states,central
ln.gov.cn,exact,CHN_china,central-1
lntj.gov.cn,exact,CHN_china,central-1
loc.gov,subtree,USA_united_states,central
localcounciljobs.gov.uk,exclude,GBR_united_kingdom,local
localcouncilsnetwork.gov.uk,exclude,GBR_united_kingdom,local
localgoveasteng.gov.uk,exclude,GBR_united_kingdom,local
localgovernmentjobsni.gov.uk,exclude,GBR_united_kingdom,local
lochwinnoch-cc.gov.uk,exclude,GBR_united_kingdom,local
lockerley-pc.gov.uk,exclude,GBR_united_kingdom,local
lockingparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lockingtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lockton-pc.gov.uk,exclude,GBR_united_kingdom,local
lockwood-pc.gov.uk,exclude,GBR_united_kingdom,local
loctest.gov,subtree,USA_united_states,central
loctps.gov,subtree,USA_united_states,central
loddingtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
loddiswell-pc.gov.uk,exclude,GBR_united_kingdom,local
loddontowncouncil.gov.uk,exclude,GBR_united_kingdom,local
lode-pc.gov.uk,exclude,GBR_united_kingdom,local
lodersparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
loftustowncouncil.gov.uk,exclude,GBR_united_kingdom,local
loggerheadsparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
login.gov,subtree,USA_united_states,central
lolworthparishmeeting.gov.uk,exclude,GBR_united_kingdom,local
londesborough-pc.gov.uk,exclude,GBR_united_kingdom,local
london-fire.gov.uk,exclude,GBR_united_kingdom,local
london.gov.uk,exclude,GBR_united_kingdom,local
londoncolney-pc.gov.uk,exclude,GBR_united_kingdom,local
londoncouncils.gov.uk,exclude,GBR_united_kingdom,local
londonpsn.gov.uk,exclude,GBR_united_kingdom,local
londonscb.gov.uk,exclude,GBR_united_kingdom,local
londonthorpeharrowby-pc.gov.uk,exclude,GBR_united_kingdom,local
londontribunals.gov.uk,exclude,GBR_united_kingdom,local
londonworks.gov.uk,exclude,GBR_united_kingdom,local
longashtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
longborough-pc.gov.uk,exclude,GBR_united_kingdom,local
longbridgedeverill-pc.gov.uk,exclude,GBR_united_kingdom,local
longbuckbyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
longcrendon-pc.gov.uk,exclude,GBR_united_kingdom,local
longdenparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
longfieldparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
longford-pc.gov.uk,exclude,GBR_united_kingdom,local
longframlington-pc.gov.uk,exclude,GBR_united_kingdom,local
longhamparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
longhirst-pc.gov.uk,exclude,GBR_united_kingdom,local
longhopeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
longhorsley-pc.gov.uk,exclude,GBR_united_kingdom,local
longhoughton-pc.gov.uk,exclude,GBR_united_kingdom,local
longitchingtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
longlawford-pc.gov.uk,exclude,GBR_united_kingdom,local
longmanparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
longmelford-pc.gov.uk,exclude,GBR_united_kingdom,local
longmen.gov.cn,exclude,CHN_china,local
longridge-tc.gov.uk,exclude,GBR_united_kingdom,local
longstanton-pc.gov.uk,exclude,GBR_united_kingdom,local
longstockparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
longstrattontowncouncil.gov.uk,exclude,GBR_united_kingdom,local
longsutton-lincs-pc.gov.uk,exclude,GBR_united_kingdom,local
longsutton-pc.gov.uk,exclude,GBR_united_kingdom,local
longtermcare.gov,subtree,USA_united_states,central
longton-pc.gov.uk,exclude,GBR_united_kingdom,local
longtown-gpc.gov.uk,exclude,GBR_united_kingdom,local
longwan.gov.cn,exclude,CHN_china,local
longwhattondiseworth-pc.gov.uk,exclude,GBR_united_kingdom,local
longwittenham-pc.gov.uk,exclude,GBR_united_kingdom,local
longworth-pc.gov.uk,exclude,GBR_united_kingdom,local
looetowncouncil.gov.uk,exclude,GBR_united_kingdom,local
lookinglocal.gov.uk,exclude,GBR_united_kingdom,local
loose-pc.gov.uk,exclude,GBR_united_kingdom,local
lopenparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
loppingtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lorton-pc.gov.uk,exclude,GBR_united_kingdom,local
lostwithieltowncouncil.gov.uk,exclude,GBR_united_kingdom,local
loteriaderionegro.gob.ar,exact,ARG_argentina,central-1
loteriadesantacruz.gob.ar,exact,ARG_argentina,central-1
lothersdaleparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lothian-vjb.gov.uk,exclude,GBR_united_kingdom,local
lottstift.no,subtree,NOR_norway,central
loughton-tc.gov.uk,exclude,GBR_united_kingdom,local
loughtonandgreatholm-pc.gov.uk,exclude,GBR_united_kingdom,local
lound-pc.gov.uk,exclude,GBR_united_kingdom,local
loundparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
louthtowncouncil.gov.uk,exclude,GBR_united_kingdom,local
loversallparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lowdham-pc.gov.uk,exclude,GBR_united_kingdom,local
lowerbullinghamparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lowerdrugcosts.gov,subtree,USA_united_states,central
lowerhalstowparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lowerpenn-pc.gov.uk,exclude,GBR_united_kingdom,local
lowerpeoverparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lowersapey-parishmeeting.gov.uk,exclude,GBR_united_kingdom,local
lowerwashburnparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lowerwinterborne-pc.gov.uk,exclude,GBR_united_kingdom,local
lowerwithington-pc.gov.uk,exclude,GBR_united_kingdom,local
lowestofttowncouncil.gov.uk,exclude,GBR_united_kingdom,local
lowickparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lowsidequarter-pc.gov.uk,exclude,GBR_united_kingdom,local
lowtherparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
loxwood-pc.gov.uk,exclude,GBR_united_kingdom,local
lps.gov,subtree,USA_united_states,central
lpsni.gov.uk,exact,GBR_united_kingdom,central-1
lrs.lt,subtree,LTU_lithuania,central
lrv.lt,subtree,LTU_lithuania,central
lsani.gov.uk,exact,GBR_united_kingdom,central-1
lsc.gov,subtree,USA_united_states,central
lsgkerala.gov.in,exact,IND_india,central-1
lsrenkou.gov.cn,exclude,CHN_china,local
ltcfeds.gov,subtree,USA_united_states,central
luan.gov.cn,exclude,CHN_china,local
luannan.gov.cn,exclude,CHN_china,local
lubbesthorpeparish.gov.uk,exclude,GBR_united_kingdom,local
lubbesthorpeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lubenhamparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
luca-appeals.gov,subtree,USA_united_states,central
luccombe-pc.gov.uk,exclude,GBR_united_kingdom,local
lucheng.gov.cn,exclude,CHN_china,local
luddesdown-pc.gov.uk,exclude,GBR_united_kingdom,local
luddingtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
ludfordparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
ludgershall-tc.gov.uk,exclude,GBR_united_kingdom,local
ludgvan-pc.gov.uk,exclude,GBR_united_kingdom,local
ludham-pc.gov.uk,exclude,GBR_united_kingdom,local
ludlow.gov.uk,exclude,GBR_united_kingdom,local
lueyang.gov.cn,exclude,CHN_china,local
luftambulanse.no,subtree,NOR_norway,central
luftfart.museum.no,subtree,NOR_norway,central
luftfartstilsynet.no,subtree,NOR_norway,central
lujiazui.gov.cn,exclude,CHN_china,local
lundparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
luohu.gov.cn,exclude,CHN_china,local
luppittparish.gov.uk,exclude,GBR_united_kingdom,local
lupton-pc.gov.uk,exclude,GBR_united_kingdom,local
lurgashall-pc.gov.uk,exclude,GBR_united_kingdom,local
lustleighparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lustonparishes.gov.uk,exclude,GBR_united_kingdom,local
luton.gov.uk,exclude,GBR_united_kingdom,local
lutterworth-tc.gov.uk,exclude,GBR_united_kingdom,local
lutton-pc.gov.uk,exclude,GBR_united_kingdom,local
luttonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
luttonsparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
luxulyan-pc.gov.uk,exclude,GBR_united_kingdom,local
lvm.fi,subtree,FIN_finland,central
lwarb.gov.uk,exclude,GBR_united_kingdom,local
lwsmb-pc.gov.uk,exclude,GBR_united_kingdom,local
lydbrookparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
lydburynorthparish.gov.uk,exclude,GBR_united_kingdom,local
lydden-pc.gov.uk,exclude,GBR_united_kingdom,local
lyddington-pc.gov.uk,exclude,GBR_united_kingdom,local
lyddtowncouncil.gov.uk,exclude,GBR_united_kingdom,local
lydeardstlawrence-pc.gov.uk,exclude,GBR_united_kingdom,local
lydfordonfosseparish.gov.uk,exclude,GBR_united_kingdom,local
